1,0,413706790,0,0,8.700000000000001,118.1766,24.2547,5.5,6,34,0,0,0,3,18,3
1,0,413510690,0,-128,3.9000000000000004,118.592,24.4264,301.1,511,37,0,1,0,3,18,3
3,0,371617000,0,127,3.2,117.9797,24.4489,349.0,20,38,0,1,0,3,18,3
1,0,412457720,0,0,0.0,118.719,24.4521,220.5,307,34,0,0,0,3,18,3
1,0,413696520,0,0,0.0,118.679,24.4568,345.20000000000005,148,35,0,1,0,3,18,3
1,0,412445640,0,-128,0.1,118.532,24.4119,224.20000000000002,511,35,0,0,0,3,18,3
1,0,413204590,0,127,1.1,118.2540,24.2893,271.6,279,20,0,0,0,3,18,3
3,0,413550790,5,-128,0.0,118.1042,24.3867,189.0,511,37,0,0,0,3,18,3
1,0,413691170,0,-128,9.0,118.523,24.4550,26.5,511,35,0,0,0,3,18,3
1,0,412704090,0,-128,0.0,118.994,24.5462,0.0,511,36,0,1,0,3,18,3
3,0,413691930,0,-127,0.5,118.660,24.4602,51.900000000000006,344,36,0,0,0,3,18,3
1,0,413374660,0,0,4.4,118.4783,24.5126,283.8,272,36,0,0,0,3,18,3
3,0,412703820,0,127,3.4000000000000004,117.9797,24.4486,342.20000000000005,16,37,0,0,0,3,18,3
1,0,412704180,0,0,0.0,118.473,24.4118,347.70000000000005,165,39,0,0,0,3,18,3
3,0,412705750,5,-128,0.0,118.251,24.4419,295.1,114,39,0,0,0,3,18,3
1,0,413698780,5,-128,2.9000000000000004,118.646,24.4842,354.8,511,36,0,1,0,3,18,3
3,0,412703820,0,127,3.3000000000000003,117.9797,24.4487,344.40000000000003,18,40,0,0,0,3,18,3
3,0,374328000,5,-128,0.0,118.2254,24.5325,201.60000000000002,511,38,0,1,0,3,18,3
1,0,413501030,0,0,0.2,118.2112,24.3350,141.5,162,37,0,1,0,3,18,3
1,0,416004109,0,0,0.30000000000000004,118.4122,24.4145,350.5,317,19,0,1,0,3,18,3
1,0,413510690,0,-128,3.9000000000000004,118.592,24.4264,301.1,511,37,0,1,0,3,18,3
1,0,413361210,0,-128,0.0,118.3707,24.5264,111.9,511,40,0,0,0,3,18,3
1,0,413694190,0,-128,0.0,118.693,24.4835,0.0,174,40,0,0,0,3,18,3
1,0,412704090,0,-128,0.0,118.994,24.5462,0.0,511,36,0,1,0,3,18,3
3,0,413691930,0,-127,0.5,118.660,24.4602,51.900000000000006,344,36,0,0,0,3,18,3
3,0,371617000,0,127,3.2,117.9797,24.4489,349.0,20,38,0,1,0,3,18,3
3,0,210268000,0,-21,12.4,118.1427,24.3596,146.9,132,42,0,0,0,3,18,3
1,0,413692450,0,0,0.0,118.681,24.4565,303.1,140,38,0,1,0,3,18,3
1,0,412703830,0,0,2.6,117.9801,24.4494,19.5,288,42,0,0,0,3,18,3
3,0,413550790,5,-128,0.0,118.1042,24.3867,189.0,511,37,0,0,0,3,18,3
